Unit 0 -> (tensor(0.6929, device='cuda:0', dtype=torch.float16), 1.2061767578125)
Unit 931 -> (tensor(0.3271, device='cuda:0', dtype=torch.float16), 0.1015625)
Unit 932 -> (tensor(0.7642, device='cuda:0', dtype=torch.float16), 0.1640625)
Unit 933 -> (tensor(0.7139, device='cuda:0', dtype=torch.float16), 0.605224609375)
Unit 934 -> (tensor(0.2786, device='cuda:0', dtype=torch.float16), 0.8216552734375)
Unit 935 -> (tensor(0.8203, device='cuda:0', dtype=torch.float16), 0.162109375)
Unit 936 -> (tensor(0.8101, device='cuda:0', dtype=torch.float16), 1.9013671875)
Unit 937 -> (tensor(0.5625, device='cuda:0', dtype=torch.float16), 1.9208984375)
Unit 938 -> (tensor(0.5107, device='cuda:0', dtype=torch.float16), 0.773681640625)
Unit 939 -> (tensor(0.5645, device='cuda:0', dtype=torch.float16), 1.61669921875)
Unit 940 -> (tensor(0.5684, device='cuda:0', dtype=torch.float16), 0.07763671875)
Unit 941 -> (tensor(0.7866, device='cuda:0', dtype=torch.float16), 1.91455078125)
Unit 942 -> (tensor(0.8867, device='cuda:0', dtype=torch.float16), 0.32421875)
Unit 943 -> (tensor(0.7539, device='cuda:0', dtype=torch.float16), 0.13671875)
Unit 944 -> (tensor(0.6606, device='cuda:0', dtype=torch.float16), 1.91162109375)
Unit 945 -> (tensor(0.7871, device='cuda:0', dtype=torch.float16), 0.10986328125)
Unit 946 -> (tensor(0.6021, device='cuda:0', dtype=torch.float16), 0.928955078125)
Unit 947 -> (tensor(0.4490, device='cuda:0', dtype=torch.float16), 0.23876953125)
Unit 948 -> (tensor(0.3335, device='cuda:0', dtype=torch.float16), 0.7677001953125)
Unit 949 -> (tensor(0.9287, device='cuda:0', dtype=torch.float16), 1.91162109375)
Unit 950 -> (tensor(0.7798, device='cuda:0', dtype=torch.float16), 1.033294677734375)
Unit 951 -> (tensor(0.6680, device='cuda:0', dtype=torch.float16), 0.07177734375)
Unit 952 -> (tensor(0.7397, device='cuda:0', dtype=torch.float16), 1.97412109375)
Unit 953 -> (tensor(0.6401, device='cuda:0', dtype=torch.float16), 0.500732421875)
Unit 954 -> (tensor(0.9390, device='cuda:0', dtype=torch.float16), 1.69677734375)
Unit 955 -> (tensor(0.3481, device='cuda:0', dtype=torch.float16), 1.55859375)
Unit 956 -> (tensor(0.8306, device='cuda:0', dtype=torch.float16), 1.8505859375)
Unit 957 -> (tensor(0.6514, device='cuda:0', dtype=torch.float16), 0.30224609375)
Unit 958 -> (tensor(0.4187, device='cuda:0', dtype=torch.float16), 0.41455078125)
Unit 959 -> (tensor(0.8125, device='cuda:0', dtype=torch.float16), 1.458251953125)
Unit 960 -> (tensor(0.7915, device='cuda:0', dtype=torch.float16), 1.828125)
Unit 961 -> (tensor(0.5869, device='cuda:0', dtype=torch.float16), 0.271484375)
Unit 962 -> (tensor(0.8237, device='cuda:0', dtype=torch.float16), 1.96044921875)
Unit 963 -> (tensor(0.6001, device='cuda:0', dtype=torch.float16), 0.4814453125)
Unit 964 -> (tensor(0.9521, device='cuda:0', dtype=torch.float16), 1.7275390625)
Unit 965 -> (tensor(0.5820, device='cuda:0', dtype=torch.float16), 0.51416015625)
Unit 966 -> (tensor(0.8599, device='cuda:0', dtype=torch.float16), 1.78125)
Unit 967 -> (tensor(0.9131, device='cuda:0', dtype=torch.float16), 1.70166015625)
Unit 968 -> (tensor(0.3909, device='cuda:0', dtype=torch.float16), 1.7373046875)
Unit 969 -> (tensor(0.7734, device='cuda:0', dtype=torch.float16), 1.91259765625)
Unit 970 -> (tensor(0.5820, device='cuda:0', dtype=torch.float16), 1.056304931640625)
Unit 971 -> (tensor(0.6147, device='cuda:0', dtype=torch.float16), 1.95947265625)
Unit 972 -> (tensor(0.9282, device='cuda:0', dtype=torch.float16), 1.163330078125)
Unit 973 -> (tensor(0.3909, device='cuda:0', dtype=torch.float16), 1.305419921875)
Unit 974 -> (tensor(0.5825, device='cuda:0', dtype=torch.float16), 1.08209228515625)
Unit 975 -> (tensor(0.5703, device='cuda:0', dtype=torch.float16), 0.8720703125)
Unit 976 -> (tensor(0.6904, device='cuda:0', dtype=torch.float16), 1.83349609375)
Unit 977 -> (tensor(0.9092, device='cuda:0', dtype=torch.float16), 1.7919921875)
Unit 978 -> (tensor(0.5806, device='cuda:0', dtype=torch.float16), 0.871826171875)
Unit 979 -> (tensor(0.8135, device='cuda:0', dtype=torch.float16), 1.77294921875)
Unit 980 -> (tensor(0.9155, device='cuda:0', dtype=torch.float16), 0.24560546875)
Unit 981 -> (tensor(0.6846, device='cuda:0', dtype=torch.float16), 1.27197265625)
Unit 982 -> (tensor(0.9497, device='cuda:0', dtype=torch.float16), 0.594482421875)
Unit 983 -> (tensor(0.9731, device='cuda:0', dtype=torch.float16), 1.60498046875)
Unit 984 -> (tensor(0.8628, device='cuda:0', dtype=torch.float16), 0.11181640625)
Unit 985 -> (tensor(0.7075, device='cuda:0', dtype=torch.float16), 0.10986328125)
Unit 986 -> (tensor(0.6147, device='cuda:0', dtype=torch.float16), 0.57861328125)
Unit 987 -> (tensor(0.4795, device='cuda:0', dtype=torch.float16), 1.71240234375)
Unit 988 -> (tensor(0.3567, device='cuda:0', dtype=torch.float16), 0.760498046875)
Unit 989 -> (tensor(0.9819, device='cuda:0', dtype=torch.float16), 1.0146102905273438)
Unit 990 -> (tensor(0.8857, device='cuda:0', dtype=torch.float16), 0.06005859375)
Unit 991 -> (tensor(0.4897, device='cuda:0', dtype=torch.float16), 0.0576171875)
Unit 992 -> (tensor(0.7168, device='cuda:0', dtype=torch.float16), 1.8271484375)
Unit 993 -> (tensor(0.6733, device='cuda:0', dtype=torch.float16), 1.94384765625)
Unit 994 -> (tensor(0.7153, device='cuda:0', dtype=torch.float16), 1.95068359375)
Unit 995 -> (tensor(0.6865, device='cuda:0', dtype=torch.float16), 1.7998046875)
Unit 996 -> (tensor(0.7363, device='cuda:0', dtype=torch.float16), 1.2098388671875)
Unit 997 -> (tensor(0.7842, device='cuda:0', dtype=torch.float16), 1.85791015625)
Unit 998 -> (tensor(0.4731, device='cuda:0', dtype=torch.float16), 1.24609375)
Unit 999 -> (tensor(0.4094, device='cuda:0', dtype=torch.float16), 0.30322265625)
Unit 1000 -> (tensor(0.6250, device='cuda:0', dtype=torch.float16), 1.90673828125)
Unit 1001 -> (tensor(0.6968, device='cuda:0', dtype=torch.float16), 1.94873046875)
Unit 1002 -> (tensor(0.7251, device='cuda:0', dtype=torch.float16), 0.939422607421875)
Unit 1003 -> (tensor(0.6504, device='cuda:0', dtype=torch.float16), 1.876953125)
Unit 1004 -> (tensor(0.7886, device='cuda:0', dtype=torch.float16), 0.0888671875)
Unit 1005 -> (tensor(0.9648, device='cuda:0', dtype=torch.float16), 0.89373779296875)
Unit 1006 -> (tensor(0.6460, device='cuda:0', dtype=torch.float16), 0.2333984375)
Unit 1007 -> (tensor(0.5962, device='cuda:0', dtype=torch.float16), 0.0791015625)
Unit 1008 -> (tensor(0.3303, device='cuda:0', dtype=torch.float16), 1.266845703125)
Unit 1009 -> (tensor(0.7749, device='cuda:0', dtype=torch.float16), 0.048828125)
Unit 1010 -> (tensor(0.7534, device='cuda:0', dtype=torch.float16), 1.08880615234375)
Unit 1011 -> (tensor(0.5996, device='cuda:0', dtype=torch.float16), 1.96240234375)
Unit 1012 -> (tensor(0.7681, device='cuda:0', dtype=torch.float16), 0.15283203125)
Unit 1013 -> (tensor(0.7495, device='cuda:0', dtype=torch.float16), 0.1123046875)
Unit 1014 -> (tensor(0.9829, device='cuda:0', dtype=torch.float16), 0.526611328125)
Unit 1015 -> (tensor(0.1956, device='cuda:0', dtype=torch.float16), 0.0439453125)
Unit 1016 -> (tensor(0.5928, device='cuda:0', dtype=torch.float16), 0.4755859375)
Unit 1017 -> (tensor(0.7378, device='cuda:0', dtype=torch.float16), 0.7021484375)
Unit 1018 -> (tensor(0.4587, device='cuda:0', dtype=torch.float16), 0.162109375)
Unit 1019 -> (tensor(0.9019, device='cuda:0', dtype=torch.float16), 1.912109375)
Unit 1020 -> (tensor(0.6787, device='cuda:0', dtype=torch.float16), 0.85107421875)
Unit 1021 -> (tensor(0.9580, device='cuda:0', dtype=torch.float16), 0.2802734375)
Unit 1022 -> (tensor(0.6694, device='cuda:0', dtype=torch.float16), 1.9345703125)
Unit 1023 -> (tensor(0.7734, device='cuda:0', dtype=torch.float16), 1.27880859375)
Unit 1024 -> (tensor(0.6519, device='cuda:0', dtype=torch.float16), 0.072265625)
Unit 1025 -> (tensor(0.9062, device='cuda:0', dtype=torch.float16), 1.41796875)
Unit 1026 -> (tensor(0.6831, device='cuda:0', dtype=torch.float16), 1.7255859375)
Unit 1027 -> (tensor(0.6323, device='cuda:0', dtype=torch.float16), 1.78564453125)
Unit 1028 -> (tensor(0.4446, device='cuda:0', dtype=torch.float16), 1.5849609375)
Unit 1029 -> (tensor(0.9297, device='cuda:0', dtype=torch.float16), 0.6591796875)
Unit 1030 -> (tensor(0.9790, device='cuda:0', dtype=torch.float16), 1.432373046875)
Unit 1031 -> (tensor(0.5649, device='cuda:0', dtype=torch.float16), 0.09765625)
Unit 1032 -> (tensor(0.7065, device='cuda:0', dtype=torch.float16), 1.9326171875)
Unit 1033 -> (tensor(0.3953, device='cuda:0', dtype=torch.float16), 0.03173828125)
Unit 1034 -> (tensor(0.5400, device='cuda:0', dtype=torch.float16), 1.92724609375)
Unit 1035 -> (tensor(0.6875, device='cuda:0', dtype=torch.float16), 1.11505126953125)
Unit 1036 -> (tensor(0.7822, device='cuda:0', dtype=torch.float16), 1.9365234375)
Unit 1037 -> (tensor(0.5010, device='cuda:0', dtype=torch.float16), 1.83544921875)
Unit 1038 -> (tensor(0.7002, device='cuda:0', dtype=torch.float16), 0.1240234375)
Unit 1039 -> (tensor(0.4810, device='cuda:0', dtype=torch.float16), 1.51708984375)
Unit 1040 -> (tensor(0.7119, device='cuda:0', dtype=torch.float16), 1.79345703125)
Unit 1041 -> (tensor(0.9536, device='cuda:0', dtype=torch.float16), 0.1611328125)
Unit 1042 -> (tensor(0.5049, device='cuda:0', dtype=torch.float16), 0.04248046875)
Unit 1043 -> (tensor(0.5845, device='cuda:0', dtype=torch.float16), 1.83447265625)
Unit 1044 -> (tensor(0.5483, device='cuda:0', dtype=torch.float16), 0.675537109375)
Unit 1045 -> (tensor(0.4316, device='cuda:0', dtype=torch.float16), 1.62255859375)
Unit 1046 -> (tensor(0.7925, device='cuda:0', dtype=torch.float16), 0.33740234375)
Unit 1047 -> (tensor(0.8667, device='cuda:0', dtype=torch.float16), 1.89599609375)
Unit 1048 -> (tensor(0.7534, device='cuda:0', dtype=torch.float16), 0.12744140625)
Unit 1049 -> (tensor(0.4968, device='cuda:0', dtype=torch.float16), 1.306884765625)
Unit 1050 -> (tensor(0.6904, device='cuda:0', dtype=torch.float16), 1.47705078125)
Unit 1051 -> (tensor(0.8296, device='cuda:0', dtype=torch.float16), 1.57080078125)
Unit 1052 -> (tensor(0.7314, device='cuda:0', dtype=torch.float16), 0.521484375)
Unit 1053 -> (tensor(0.6958, device='cuda:0', dtype=torch.float16), 0.556396484375)
Unit 1054 -> (tensor(0.4790, device='cuda:0', dtype=torch.float16), 1.9140625)
Unit 1055 -> (tensor(0.6177, device='cuda:0', dtype=torch.float16), 0.861083984375)
Unit 1056 -> (tensor(0.8208, device='cuda:0', dtype=torch.float16), 1.818359375)
Unit 1057 -> (tensor(0.9126, device='cuda:0', dtype=torch.float16), 1.8466796875)
Unit 1058 -> (tensor(0.8965, device='cuda:0', dtype=torch.float16), 0.602294921875)
Unit 1059 -> (tensor(0.6406, device='cuda:0', dtype=torch.float16), 1.01904296875)
Unit 1060 -> (tensor(0.4619, device='cuda:0', dtype=torch.float16), 1.93896484375)
Unit 1061 -> (tensor(0.7217, device='cuda:0', dtype=torch.float16), 0.0693359375)
Unit 1062 -> (tensor(0.7632, device='cuda:0', dtype=torch.float16), 0.0478515625)
Unit 1063 -> (tensor(0.8130, device='cuda:0', dtype=torch.float16), 1.904296875)
Unit 1064 -> (tensor(0.8384, device='cuda:0', dtype=torch.float16), 1.75146484375)
Unit 1065 -> (tensor(0.9082, device='cuda:0', dtype=torch.float16), 0.36767578125)
Unit 1066 -> (tensor(0.6895, device='cuda:0', dtype=torch.float16), 0.616943359375)
Unit 1067 -> (tensor(0.6533, device='cuda:0', dtype=torch.float16), 0.212890625)
Unit 1068 -> (tensor(0.4795, device='cuda:0', dtype=torch.float16), 0.46728515625)
Unit 1069 -> (tensor(0.7358, device='cuda:0', dtype=torch.float16), 1.68408203125)
Unit 1070 -> (tensor(0.6997, device='cuda:0', dtype=torch.float16), 1.52197265625)
Unit 1071 -> (tensor(0.8320, device='cuda:0', dtype=torch.float16), 1.1513671875)
Unit 1072 -> (tensor(0.7334, device='cuda:0', dtype=torch.float16), 0.13525390625)
Unit 1073 -> (tensor(0.8486, device='cuda:0', dtype=torch.float16), 0.1806640625)
Unit 1074 -> (tensor(0.6284, device='cuda:0', dtype=torch.float16), 0.719970703125)
Unit 1075 -> (tensor(0.6255, device='cuda:0', dtype=torch.float16), 0.09130859375)
Unit 1076 -> (tensor(0.6973, device='cuda:0', dtype=torch.float16), 0.24365234375)
Unit 1077 -> (tensor(0.5322, device='cuda:0', dtype=torch.float16), 1.8681640625)
Unit 1078 -> (tensor(0.9517, device='cuda:0', dtype=torch.float16), 1.193359375)
Unit 1079 -> (tensor(0.7148, device='cuda:0', dtype=torch.float16), 0.16455078125)
Unit 1080 -> (tensor(0.6074, device='cuda:0', dtype=torch.float16), 1.36181640625)
Unit 1081 -> (tensor(0.5923, device='cuda:0', dtype=torch.float16), 0.8736572265625)
Unit 1082 -> (tensor(0.6841, device='cuda:0', dtype=torch.float16), 0.31689453125)
Unit 1083 -> (tensor(0.9048, device='cuda:0', dtype=torch.float16), 0.69287109375)
Unit 1084 -> (tensor(0.8203, device='cuda:0', dtype=torch.float16), 0.08203125)
Unit 1085 -> (tensor(0.7314, device='cuda:0', dtype=torch.float16), 1.86474609375)
Unit 1086 -> (tensor(0.4373, device='cuda:0', dtype=torch.float16), 0.08837890625)
Unit 1087 -> (tensor(0.8970, device='cuda:0', dtype=torch.float16), 0.15283203125)
Unit 1088 -> (tensor(0.9722, device='cuda:0', dtype=torch.float16), 1.72314453125)
Unit 1089 -> (tensor(0.6816, device='cuda:0', dtype=torch.float16), 1.8935546875)
Unit 1090 -> (tensor(0.6006, device='cuda:0', dtype=torch.float16), 1.6240234375)
Unit 1091 -> (tensor(0.5591, device='cuda:0', dtype=torch.float16), 1.443115234375)
Unit 1092 -> (tensor(0.6147, device='cuda:0', dtype=torch.float16), 0.13232421875)
Unit 1093 -> (tensor(0.8623, device='cuda:0', dtype=torch.float16), 1.81201171875)
Unit 1094 -> (tensor(0.5801, device='cuda:0', dtype=torch.float16), 0.04345703125)
Unit 1095 -> (tensor(0.5020, device='cuda:0', dtype=torch.float16), 1.9560546875)
Unit 1096 -> (tensor(0.3740, device='cuda:0', dtype=torch.float16), 0.11279296875)
Unit 1097 -> (tensor(0.4146, device='cuda:0', dtype=torch.float16), 1.529296875)
Unit 1098 -> (tensor(0.6572, device='cuda:0', dtype=torch.float16), 0.609375)
Unit 1099 -> (tensor(0.7778, device='cuda:0', dtype=torch.float16), 1.01324462890625)
Unit 1100 -> (tensor(0.4045, device='cuda:0', dtype=torch.float16), 1.88037109375)
Unit 1101 -> (tensor(0.8091, device='cuda:0', dtype=torch.float16), 1.94677734375)
Unit 1102 -> (tensor(0.6504, device='cuda:0', dtype=torch.float16), 1.11163330078125)
Unit 1103 -> (tensor(0.9746, device='cuda:0', dtype=torch.float16), 0.267578125)
Unit 1104 -> (tensor(0.9775, device='cuda:0', dtype=torch.float16), 1.155029296875)
Unit 1105 -> (tensor(0.4504, device='cuda:0', dtype=torch.float16), 1.0019779205322266)
Unit 1106 -> (tensor(0.7173, device='cuda:0', dtype=torch.float16), 0.2080078125)
Unit 1107 -> (tensor(0.8691, device='cuda:0', dtype=torch.float16), 1.67822265625)
Unit 1108 -> (tensor(0.8706, device='cuda:0', dtype=torch.float16), 1.81396484375)
Unit 1109 -> (tensor(0.5415, device='cuda:0', dtype=torch.float16), 1.96240234375)
Unit 1110 -> (tensor(0.8999, device='cuda:0', dtype=torch.float16), 0.31298828125)
Unit 1111 -> (tensor(0.8794, device='cuda:0', dtype=torch.float16), 1.912109375)
Unit 1112 -> (tensor(0.9487, device='cuda:0', dtype=torch.float16), 0.17724609375)
Unit 1113 -> (tensor(0.7734, device='cuda:0', dtype=torch.float16), 1.8525390625)
Unit 1114 -> (tensor(0.4856, device='cuda:0', dtype=torch.float16), 1.88623046875)
Unit 1115 -> (tensor(0.3850, device='cuda:0', dtype=torch.float16), 0.25390625)
Unit 1116 -> (tensor(0.3821, device='cuda:0', dtype=torch.float16), 0.669921875)
Unit 1117 -> (tensor(0.5078, device='cuda:0', dtype=torch.float16), 0.859130859375)
Unit 1118 -> (tensor(0.9023, device='cuda:0', dtype=torch.float16), 1.91748046875)
Unit 1119 -> (tensor(0.6665, device='cuda:0', dtype=torch.float16), 0.9222412109375)
Unit 1120 -> (tensor(0.4380, device='cuda:0', dtype=torch.float16), 1.92578125)
Unit 1121 -> (tensor(0.7407, device='cuda:0', dtype=torch.float16), 1.279052734375)
Unit 1122 -> (tensor(0.5439, device='cuda:0', dtype=torch.float16), 0.5009765625)
Unit 1123 -> (tensor(0.5205, device='cuda:0', dtype=torch.float16), 1.83349609375)
Unit 1124 -> (tensor(0.5469, device='cuda:0', dtype=torch.float16), 0.9868927001953125)
Unit 1125 -> (tensor(0.5273, device='cuda:0', dtype=torch.float16), 1.19384765625)
Unit 1126 -> (tensor(0.3994, device='cuda:0', dtype=torch.float16), 0.93505859375)
Unit 1127 -> (tensor(0.7598, device='cuda:0', dtype=torch.float16), 1.35888671875)
Unit 1128 -> (tensor(0.6138, device='cuda:0', dtype=torch.float16), 1.3349609375)
Unit 1129 -> (tensor(0.6440, device='cuda:0', dtype=torch.float16), 0.8763427734375)
Unit 1130 -> (tensor(0.5156, device='cuda:0', dtype=torch.float16), 1.1026611328125)
Unit 1131 -> (tensor(0.3928, device='cuda:0', dtype=torch.float16), 1.63232421875)
Unit 1132 -> (tensor(0.9727, device='cuda:0', dtype=torch.float16), 1.461669921875)
Unit 1133 -> (tensor(0.9473, device='cuda:0', dtype=torch.float16), 1.35205078125)
Unit 1134 -> (tensor(0.7476, device='cuda:0', dtype=torch.float16), 0.672607421875)
Unit 1135 -> (tensor(0.8530, device='cuda:0', dtype=torch.float16), 0.15283203125)
Unit 1136 -> (tensor(0.6855, device='cuda:0', dtype=torch.float16), 1.87841796875)
Unit 1137 -> (tensor(0.8467, device='cuda:0', dtype=torch.float16), 0.4267578125)
Unit 1138 -> (tensor(0.8882, device='cuda:0', dtype=torch.float16), 1.82177734375)
Unit 1139 -> (tensor(0.4419, device='cuda:0', dtype=torch.float16), 1.84228515625)
Unit 1140 -> (tensor(0.9019, device='cuda:0', dtype=torch.float16), 0.555908203125)
Unit 1141 -> (tensor(0.5962, device='cuda:0', dtype=torch.float16), 0.07275390625)
Unit 1142 -> (tensor(0.5332, device='cuda:0', dtype=torch.float16), 0.15283203125)
Unit 1143 -> (tensor(0.9126, device='cuda:0', dtype=torch.float16), 1.619140625)
Unit 1144 -> (tensor(0.7056, device='cuda:0', dtype=torch.float16), 0.154296875)
Unit 1145 -> (tensor(0.5337, device='cuda:0', dtype=torch.float16), 0.09521484375)
Unit 1146 -> (tensor(0.6084, device='cuda:0', dtype=torch.float16), 0.64111328125)
Unit 1147 -> (tensor(0.7578, device='cuda:0', dtype=torch.float16), 1.7177734375)
Unit 1148 -> (tensor(0.6890, device='cuda:0', dtype=torch.float16), 1.315673828125)
Unit 1149 -> (tensor(0.5991, device='cuda:0', dtype=torch.float16), 0.1259765625)
Unit 1150 -> (tensor(0.9624, device='cuda:0', dtype=torch.float16), 0.8359375)
Unit 1151 -> (tensor(0.6548, device='cuda:0', dtype=torch.float16), 1.231689453125)
Unit 1152 -> (tensor(0.8403, device='cuda:0', dtype=torch.float16), 0.56103515625)
Unit 1153 -> (tensor(0.5820, device='cuda:0', dtype=torch.float16), 0.1650390625)
Unit 1154 -> (tensor(0.4307, device='cuda:0', dtype=torch.float16), 0.96868896484375)
Unit 1155 -> (tensor(0.5645, device='cuda:0', dtype=torch.float16), 0.93182373046875)
Unit 1156 -> (tensor(0.9541, device='cuda:0', dtype=torch.float16), 1.62451171875)
Unit 1157 -> (tensor(0.6836, device='cuda:0', dtype=torch.float16), 1.5947265625)
Unit 1158 -> (tensor(0.7324, device='cuda:0', dtype=torch.float16), 1.431640625)
Unit 1159 -> (tensor(0.7266, device='cuda:0', dtype=torch.float16), 1.9755859375)
Unit 1160 -> (tensor(0.9585, device='cuda:0', dtype=torch.float16), 1.90625)
Unit 1161 -> (tensor(0.9194, device='cuda:0', dtype=torch.float16), 0.4638671875)
Unit 1162 -> (tensor(0.8457, device='cuda:0', dtype=torch.float16), 1.91845703125)
Unit 1163 -> (tensor(0.7080, device='cuda:0', dtype=torch.float16), 0.659423828125)
Unit 1164 -> (tensor(0.4827, device='cuda:0', dtype=torch.float16), 0.0224609375)
Unit 1165 -> (tensor(0.6860, device='cuda:0', dtype=torch.float16), 1.2802734375)
Unit 1166 -> (tensor(0.5503, device='cuda:0', dtype=torch.float16), 0.514892578125)
Unit 1167 -> (tensor(0.9238, device='cuda:0', dtype=torch.float16), 0.91656494140625)
Unit 1168 -> (tensor(0.7402, device='cuda:0', dtype=torch.float16), 1.83251953125)
Unit 1169 -> (tensor(0.9189, device='cuda:0', dtype=torch.float16), 1.71044921875)
Unit 1170 -> (tensor(0.5200, device='cuda:0', dtype=torch.float16), 0.05908203125)
Unit 1171 -> (tensor(0.8521, device='cuda:0', dtype=torch.float16), 1.8251953125)
Unit 1172 -> (tensor(0.5454, device='cuda:0', dtype=torch.float16), 0.205078125)
Unit 1173 -> (tensor(0.7017, device='cuda:0', dtype=torch.float16), 1.375732421875)
Unit 1174 -> (tensor(0.7451, device='cuda:0', dtype=torch.float16), 0.021484375)
Unit 1175 -> (tensor(0.4504, device='cuda:0', dtype=torch.float16), 0.08349609375)
Unit 1176 -> (tensor(0.8232, device='cuda:0', dtype=torch.float16), 1.87744140625)
Unit 1177 -> (tensor(0.9062, device='cuda:0', dtype=torch.float16), 0.55810546875)
Unit 1178 -> (tensor(0.8765, device='cuda:0', dtype=torch.float16), 1.1339111328125)
Unit 1179 -> (tensor(0.6118, device='cuda:0', dtype=torch.float16), 0.09619140625)
Unit 1180 -> (tensor(0.4587, device='cuda:0', dtype=torch.float16), 1.63916015625)
Unit 1181 -> (tensor(0.9546, device='cuda:0', dtype=torch.float16), 1.6240234375)
Unit 1182 -> (tensor(0.7163, device='cuda:0', dtype=torch.float16), 1.8232421875)
Unit 1183 -> (tensor(0.7891, device='cuda:0', dtype=torch.float16), 1.919921875)
Unit 1184 -> (tensor(0.6860, device='cuda:0', dtype=torch.float16), 0.725830078125)
Unit 1185 -> (tensor(0.5962, device='cuda:0', dtype=torch.float16), 1.58154296875)
Unit 1186 -> (tensor(0.4746, device='cuda:0', dtype=torch.float16), 0.7889404296875)
Unit 1187 -> (tensor(0.7607, device='cuda:0', dtype=torch.float16), 0.1953125)
Unit 1188 -> (tensor(0.5967, device='cuda:0', dtype=torch.float16), 0.07177734375)
Unit 1189 -> (tensor(0.7148, device='cuda:0', dtype=torch.float16), 0.07861328125)
Unit 1190 -> (tensor(0.8350, device='cuda:0', dtype=torch.float16), 1.533203125)
Unit 1191 -> (tensor(0.6421, device='cuda:0', dtype=torch.float16), 1.73779296875)
Unit 1192 -> (tensor(0.5771, device='cuda:0', dtype=torch.float16), 1.939453125)
Unit 1193 -> (tensor(0.7891, device='cuda:0', dtype=torch.float16), 0.87908935546875)
Unit 1194 -> (tensor(0.5786, device='cuda:0', dtype=torch.float16), 1.5908203125)
Unit 1195 -> (tensor(0.7798, device='cuda:0', dtype=torch.float16), 1.912109375)
Unit 1196 -> (tensor(0.6147, device='cuda:0', dtype=torch.float16), 1.89990234375)
Unit 1197 -> (tensor(0.6431, device='cuda:0', dtype=torch.float16), 1.89453125)
Unit 1198 -> (tensor(0.5024, device='cuda:0', dtype=torch.float16), 1.087890625)
Unit 1199 -> (tensor(0.5713, device='cuda:0', dtype=torch.float16), 0.1337890625)
Unit 1200 -> (tensor(0.7812, device='cuda:0', dtype=torch.float16), 0.08935546875)
Unit 1201 -> (tensor(0.3911, device='cuda:0', dtype=torch.float16), 0.704345703125)
Unit 1202 -> (tensor(0.6792, device='cuda:0', dtype=torch.float16), 1.079345703125)
Unit 1203 -> (tensor(0.6382, device='cuda:0', dtype=torch.float16), 1.8466796875)
Unit 1204 -> (tensor(0.6733, device='cuda:0', dtype=torch.float16), 1.81884765625)
Unit 1205 -> (tensor(0.5107, device='cuda:0', dtype=torch.float16), 0.25830078125)
Unit 1206 -> (tensor(0.8403, device='cuda:0', dtype=torch.float16), 0.874755859375)
Unit 1207 -> (tensor(0.7617, device='cuda:0', dtype=torch.float16), 0.1162109375)
Unit 1208 -> (tensor(0.7930, device='cuda:0', dtype=torch.float16), 0.0283203125)
Unit 1209 -> (tensor(0.6665, device='cuda:0', dtype=torch.float16), 1.9375)
Unit 1210 -> (tensor(0.7764, device='cuda:0', dtype=torch.float16), 0.17724609375)
Unit 1211 -> (tensor(0.9663, device='cuda:0', dtype=torch.float16), 1.282470703125)
Unit 1212 -> (tensor(0.7603, device='cuda:0', dtype=torch.float16), 1.93017578125)
Unit 1213 -> (tensor(0.4148, device='cuda:0', dtype=torch.float16), 0.1240234375)
Unit 1214 -> (tensor(0.9292, device='cuda:0', dtype=torch.float16), 1.77099609375)
Unit 1215 -> (tensor(0.4746, device='cuda:0', dtype=torch.float16), 1.29736328125)
Unit 1216 -> (tensor(0.4175, device='cuda:0', dtype=torch.float16), 1.625)
Unit 1217 -> (tensor(0.7383, device='cuda:0', dtype=torch.float16), 1.212158203125)
Unit 1218 -> (tensor(0.6216, device='cuda:0', dtype=torch.float16), 0.0693359375)
Unit 1219 -> (tensor(0.5342, device='cuda:0', dtype=torch.float16), 1.8583984375)
Unit 1220 -> (tensor(0.6895, device='cuda:0', dtype=torch.float16), 1.233154296875)
Unit 1221 -> (tensor(0.5527, device='cuda:0', dtype=torch.float16), 1.93994140625)
Unit 1222 -> (tensor(0.7925, device='cuda:0', dtype=torch.float16), 1.908203125)
Unit 1223 -> (tensor(0.8286, device='cuda:0', dtype=torch.float16), 0.5380859375)
Unit 1224 -> (tensor(0.8008, device='cuda:0', dtype=torch.float16), 1.07635498046875)
Unit 1225 -> (tensor(0.7100, device='cuda:0', dtype=torch.float16), 1.0631103515625)
Unit 1226 -> (tensor(0.7666, device='cuda:0', dtype=torch.float16), 0.162109375)
Unit 1227 -> (tensor(0.9004, device='cuda:0', dtype=torch.float16), 0.353515625)
Unit 1228 -> (tensor(0.7368, device='cuda:0', dtype=torch.float16), 1.7705078125)
Unit 1229 -> (tensor(0.5146, device='cuda:0', dtype=torch.float16), 1.40087890625)
Unit 1230 -> (tensor(0.4888, device='cuda:0', dtype=torch.float16), 1.935546875)
Unit 1231 -> (tensor(0.9434, device='cuda:0', dtype=torch.float16), 0.23291015625)
Unit 1232 -> (tensor(0.8340, device='cuda:0', dtype=torch.float16), 1.9140625)
Unit 1233 -> (tensor(0.7368, device='cuda:0', dtype=torch.float16), 0.130859375)
Unit 1234 -> (tensor(0.6904, device='cuda:0', dtype=torch.float16), 0.0703125)
Unit 1235 -> (tensor(0.4922, device='cuda:0', dtype=torch.float16), 1.09832763671875)
